instance	g	runs	mean_solution	std_solution	best_solution	mean_time	std_time	best_time	gurobi_solution	gurobi_time	gurobi_status	gap_gurobi_percent	faster_than_gurobi	UB	gap_UB_percent
ftv35	5	10	1161.00	0.00	1161.00	0.2260	0.0084	0.2100	1161.0	0.3	OPTIMAL	0.0000	True	1165.0	-0.3433
ftv35	8	10	1189.00	0.00	1189.00	0.1570	0.0048	0.1500	1189.0	0.6	OPTIMAL	0.0000	True	1189.0	0.0000
ftv38	2	10	1185.00	0.00	1185.00	0.3220	0.0063	0.3100	1185.0	0.6	OPTIMAL	0.0000	True	1185.0	0.0000
ftv38	5	10	1185.00	0.00	1185.00	0.2660	0.0097	0.2500	1185.0	0.5	OPTIMAL	0.0000	True	1185.0	0.0000
ftv38	8	10	1239.00	0.00	1239.00	0.2960	0.0070	0.2800	1219.0	0.6	OPTIMAL	1.6407	True	1225.0	1.1429
ftv44	2	10	1273.50	1.58	1269.00	0.4290	0.0032	0.4200	1269.0	0.8	OPTIMAL	0.0000	True	1269.0	0.0000
ftv44	5	10	1269.60	1.26	1269.00	0.5370	0.0134	0.5200	1269.0	0.9	OPTIMAL	0.0000	True	1269.0	0.0000
ftv44	8	10	1312.00	0.00	1312.00	0.5170	0.0095	0.5000	1312.0	1.3	OPTIMAL	0.0000	True	1312.0	0.0000
ftv47	2	10	1415.00	0.00	1415.00	0.4600	0.0115	0.4400	1410.0	0.8	OPTIMAL	0.3546	True	1410.0	0.3546
ftv47	5	10	1421.00	0.00	1421.00	0.5770	0.0095	0.5700	1410.0	0.8	OPTIMAL	0.7801	True	1410.0	0.7801
ftv47	8	10	1463.40	7.59	1461.00	0.5460	0.0084	0.5300	1449.0	1.2	OPTIMAL	0.8282	True	1450.0	0.7586
ftv55	2	10	1577.30	8.26	1568.00	1.4960	0.0117	1.4800	1553.0	1.7	OPTIMAL	0.9659	True	1553.0	0.9659
ftv55	5	10	1572.40	7.23	1558.00	1.8250	0.0172	1.7900	1553.0	1.7	OPTIMAL	0.3220	False	1555.0	0.1929
ftv55	8	10	1568.50	7.34	1556.00	1.5100	0.0141	1.4900	1553.0	2.0	OPTIMAL	0.1932	True	1554.0	0.1287
ftv64	2	10	1587.00	4.22	1583.00	1.9770	0.0263	1.9300	1545.0	1.5	OPTIMAL	2.4595	False	1545.0	2.4595
ftv64	5	10	1559.30	7.06	1556.00	2.2220	0.0175	2.1900	1545.0	1.3	OPTIMAL	0.7120	False	1545.0	0.7120
ftv64	8	10	1775.00	0.00	1775.00	1.8420	0.0140	1.8100	1548.0	2.2	OPTIMAL	14.6641	True	1550.0	14.5161
ftv70	2	10	1669.00	0.00	1669.00	2.7740	0.0375	2.7000	1669.0	2.6	OPTIMAL	0.0000	False	1669.0	0.0000
ftv70	5	10	1669.00	0.00	1669.00	2.7390	0.0300	2.6900	1669.0	2.5	OPTIMAL	0.0000	False	1673.0	-0.2391
ftv70	8	10	1747.00	0.00	1747.00	7.1810	0.2662	6.9500	1716.0	5.3	OPTIMAL	1.8065	False	1716.0	1.8065
ftv80	2	10	1376.00	0.00	1376.00	5.9390	0.0574	5.8700	1376.0	4.0	OPTIMAL	0.0000	False	1376.0	0.0000
ftv80	5	10	1381.10	7.98	1376.00	7.5850	0.0474	7.5400	1376.0	4.1	OPTIMAL	0.0000	False	1380.0	-0.2899
ftv80	8	10	1376.00	0.00	1376.00	6.1820	0.0547	6.1000	1376.0	4.3	OPTIMAL	0.0000	False	1376.0	0.0000
ftv90	2	10	1467.20	2.53	1460.00	11.8420	0.0976	11.6900	1452.0	4.5	OPTIMAL	0.5510	False	1452.0	0.5510
ftv90	5	10	1483.40	8.78	1459.00	13.1230	0.0609	13.0200	1452.0	4.8	OPTIMAL	0.4821	False	1452.0	0.4821
ftv90	8	10	1530.80	23.71	1491.00	10.3900	0.0958	10.2400	1452.0	4.6	OPTIMAL	2.6860	False	1452.0	2.6860
kro124	2	10	9619.00	0.00	9619.00	0.5050	0.0151	0.4800	9619.0	21.7	OPTIMAL	0.0000	True	9831.0	-2.1564
kro124	5	10	16805.30	73.12	16738.00	1.4910	0.0242	1.4500	16595.0	23.8	OPTIMAL	0.8617	True	16951.0	-1.2566
kro124	8	10	25360.10	173.51	25076.00	4.0040	0.0267	3.9700	25036.0	24.8	OPTIMAL	0.1598	True	25607.0	-2.0737
p43	2	10	371.00	0.00	371.00	1.2620	0.0092	1.2500	371.0	0.9	OPTIMAL	0.0000	False	371.0	0.0000
p43	5	10	371.00	0.00	371.00	1.0840	0.0107	1.0700	371.0	1.3	OPTIMAL	0.0000	True	371.0	0.0000
p43	8	10	371.00	0.00	371.00	0.5560	0.0084	0.5400	371.0	1.2	OPTIMAL	0.0000	True	371.0	0.0000
rbg323	2	10	1290.40	3.06	1289.00	2308.4150	11.7794	2291.8100	1181.0	30.2	OPTIMAL	9.1448	False	1201.0	7.3272
rbg323	5	10	1289.60	4.06	1279.00	2392.1450	79.6575	2341.0300	1181.0	31.0	OPTIMAL	8.2981	False	1201.0	6.4946
rbg323	8	10	1272.20	4.29	1268.00	1794.2540	23.6106	1771.8800	1181.0	47.2	OPTIMAL	7.3666	False	1198.0	5.8431
rbg358	2	3	1174.67	11.55	1168.00	3822.4433	6.0078	3817.5000	987.0	34.2	OPTIMAL	18.3384	False	990.0	17.9798
rbg358	5	3	1150.00	15.59	1132.00	3995.2933	24.2071	3977.1100	987.0	31.5	OPTIMAL	14.6910	False	997.0	13.5406
rbg358	8	10	1094.60	5.54	1085.00	3019.8320	27.9176	2973.9100	987.0	33.2	OPTIMAL	9.9291	False	990.0	9.5960
rbg403	2	3	2098.33	4.16	2095.00	4995.1933	58.0160	4929.8400	2054.0	49.0	OPTIMAL	1.9961	False	2102.0	-0.3330
rbg403	5	3	2092.67	2.08	2091.00	5336.1367	40.4782	5308.2200	2054.0	44.3	OPTIMAL	1.8014	False	2102.0	-0.5233
rbg403	8	3	2083.00	4.58	2079.00	4353.9867	10.9903	4342.2100	2054.0	53.4	OPTIMAL	1.2171	False	2092.0	-0.6214
